name	status	consortium	phsId	library:dataUseRestriction	library:indication	library:studyDesign	library:datatype	subjectCount	bucketName	sampleCount	participantCount	familyCount	discoveryCount	bucketSize	requestorPays	NRES	GRU	HMB	IRB	PUB	COL	NPU	MDS	GSO	DS	diseaseText	consentLongName	consentTitle
AnVIL_CCDG_Broad_NP_Epilepsy_LTUUHK_HMB_NPU_MDS_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	epilepsy	Case Set	Exome	296	fc-secure-330f768f-83c4-4570-ae46-0626b477d2b0	296	296	0	0	486062018870	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
anvil_ccdg_broad_ai_ibd_daly_xavier_prism_gsa	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Genotyping Array	756	fc-secure-34427938-7ee7-44a8-9258-5b979d5a0c98	756	769	0	0	132853826827	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_CMG_Yale_DS-BPEAKD	Released	 CMG	 phs000744	DS-BPEAKD	Mendelian disorders	Mendelian	Exome	97	fc-secure-3548012f-c950-4ed7-b9f0-572e15d6ea63	101	0	76	0	87577819408	True	False	False	False	False	False	False	False	False	False	BPEAKD	Abnormal Blood Pressure, Electrolyte Abnormalities, or Kidney Diseasey	Use of the data must be related to Abnormal Blood Pressure, Electrolyte Abnormalities, or Kidney Diseasey.	Disease-specific research and clinical care (BPEAKD)
anvil_ccdg_broad_ai_ibd_daly_pekow_share_wes	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Exome	643	fc-secure-36dfb67b-d2fc-47a1-a94c-225d72e08afd	643	586	0	0	560505962811	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_NIMH_Broad_WGSPD_1_McCarroll_Braff_DS_WGS	Released	Unspecified	 phs002041	NA	Schizophrenia	Case-Control	Whole Genome	0	fc-secure-375ccf16-a6c2-4723-a0a6-3f4c3cb04195	206	206	0	0	2432379830682	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMH_GAFK_scRNA	Released	 CMH	 phs002206	DS-PEDD-IRB	pediatric disease	TBD	TBD	198	fc-secure-37e0df9e-4b15-4c50-b2c7-ff35194fe3ea	198	0	0	198	443364919881	True	False	False	False	True	False	False	False	False	False	PEDD	Pediatric Disease	Use of the data must be related to Pediatric Disease. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (PEDD, IRB)
anvil_ccdg_broad_ai_ibd_daly_sartor_share_wes	Released	 CCDG	 N/A	TBD	inflammatory bowel disease	TBD	Exome	0	fc-secure-382fb414-642b-45ef-9a85-c6c443da8691	0	0	0	0	2452352450	False	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_AI_IBD_McGovern_WGS	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Whole Genome	1633	fc-secure-386d1d06-75c7-4683-b1ca-62e0d7ac3700	1633	1633	0	0	25871919036181	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_USAUPN_Marsh_GRU_NPU_WES	Released	 CCDG	 phs001489	GRU-NPU	epilepsy	Case Set	Exome	41	fc-secure-39458ab6-c2d3-49e2-b6d5-8bb3bae9a245	41	41	0	0	44366545208	True	False	True	False	False	False	False	True	False	False			Use of the data is limited only by the terms of the Data Use Certification. Use of the data is limited to not-for-profit organizations.	General research use and clinical care (NPU)
AnVIL_MAS-ISO-seq	Released	Unspecified	 phs003200	DS	Cancer	Cases only	RNA-Seq	0	fc-secure-39694af8-c926-40cd-885a-015b9dd6bb0a	2	0	0	0	412228463189	True	False	False	False	False	False	False	False	False	False			"ERROR: Missing required parameter to ""DS"""	ERROR
AnVIL_CMG_Broad_Orphan_Estonia-Ounap_WES	Released	 CMG	 phs001272	GRU	Mendelian disorders	Parent-Offspring Trios	Exome	31	fc-secure-3b2bc739-bbc0-4b14-80fa-65dcf17eac3b	31	0	31	31	10316458565	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_IRLRCI_GRU_IRB_WES	Released	 CCDG	 phs001489	GRU-IRB	epilepsy	Case Set	Exome	933	fc-secure-3b588f92-0298-4ad6-b75d-fa16de8b718d	933	933	0	0	1556047208062	True	False	True	False	True	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification. Requesting institution's IRB or equivalent body must approve the requested use.	General research use and clinical care (IRB)
anvil_ccdg_broad_ai_ibd_daly_mccauley_wes	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Exome	1749	fc-secure-3c4843c0-b83f-4ba1-9bba-9c9a599f3ffb	1749	1749	0	0	1603595931339	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_DEUULG_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	90	fc-secure-3e71d768-9da9-4845-9e2c-7e909db92cb7	90	90	0	0	155253541677	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_asc_ndd_daly_talkowski_gurrieri_asd_exome	Released	 CCDG	 phs002502	TBD	autism spectrum disorder	Case-Control	Exome	0	fc-secure-3ec0a39a-9442-46b6-be6d-6ee93c2d5bcc	55	55	0	0	44094077178	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
anvil_ccdg_broad_ai_ibd_daly_lewis_ccfa_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Exome	2860	fc-secure-3fdbe020-6bdb-4668-bcb8-0d0df9d4ba8a	2860	2860	0	0	2742855352188	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_brant_niddk_gsa	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Genotyping Array	1079	fc-secure-42110061-19fb-4820-a6a3-bce958683318	1079	1071	0	0	185100174387	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CMG_Broad_Orphan_Estonia-Ounap_WGS	Released	 CMG	 Registration Pending	GRU	Mendelian disorders	Parent-Offspring Trios	Whole Genome	115	fc-secure-4220b594-e88e-4468-b4ff-ef782fd51d15	115	0	115	115	3680	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_duerr_niddk_gsa	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Genotyping Array	1849	fc-secure-42c8355b-eaf2-4ee1-aa1c-98fcf7c228dd	1949	1839	0	0	332586221569	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_HPRC	Released	 HPRC	 None	NRES	None	TBD	Whole Genome	0	fc-4310e737-a388-4a10-8c9e-babe06aaf0cf	57	47	0	0	679974279778718	True	True	False	False	False	False	False	False	False	False			No restrictions on data use.	No restrictions
anvil_ccdg_broad_ai_ibd_daly_sands_msccr_wes	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Exome	1435	fc-secure-43207dac-0905-4fdd-b816-a34bd2ccebdd	1435	1435	0	0	1254112257730	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_CMH_GAFK_GS-long-read	Released	 CMH	 phs002206	Unspecified	Unspecified	Case only / Trio / Family	Whole Long-read Genome	731	fc-secure-44f839c5-dee7-41aa-9cd1-0865b687e58f	731	0	0	731	41125656494981	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMH_GAFK_MGI	Released	 CMH	 phs002206	DS-PEDD-IRB	Unspecified	Case only / Trio / Family	Whole Genome - MGI short-read sequencing	0	fc-secure-45ba0648-12a1-4196-be6e-2a15ca834ca6	0	0	0	0	17545163599822	True	False	False	False	True	False	False	False	False	False	PEDD	Pediatric Disease	Use of the data must be related to Pediatric Disease. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (PEDD, IRB)
ANVIL_NIA_CARD_Coriell_Cell_Lines_Open	Released	 CARD	 phs003224	Unrestricted access	No phenotype data present.	Resource generation and using data for benchmarking of pipelines	Whole Genome	3	fc-46bf051e-aec3-4adb-8178-3c51bc5e64ae	3	0	0	0	9083757649093	True	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""Unrestricted access"""	ERROR
AnVIL_T2T	Released	 T2T	 None	NRES	None	Parent-Offspring Trios	Whole Genome	0	fc-47de7dae-e8e6-429c-b760-b4ba49136eee	0	3202	0	0	216399376966297	True	True	False	False	False	False	False	False	False	False			No restrictions on data use.	No restrictions
AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS-EAED-MDS_WES	Released	 CCDG	 phs001489	DS-EAED-MDS	epilepsy	Case Set	Exome	383	fc-secure-4931149d-9e71-4865-9f41-3e4c998ffb38	383	383	0	0	593509789648	True	False	False	False	False	False	False	False	True	False	EAED	Epilepsy and Anti-epileptic Drugs	Use of the data must be related to Epilepsy and Anti-epileptic Drugs. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EAED, MDS)
AnVIL_ALSCompute_Collection_GRU	Released	 ALS-Compute	 phs003184	GRU	ALS, ALS-FTD	Case-Control	Whole Genome	0	fc-secure-494df267-5bd4-4518-8ea0-6358420d9ecb	7454	0	0	0	139352737553055	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_AI_IBD_Cho_WGS	Released	 CCDG	 phs001642	DS-IBD	inflammatory bowel disease	Case-Control	Whole Genome	344	fc-secure-4984306f-6ceb-48a0-87d5-a6c4ef499867	344	345	0	0	6038924299158	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_CCDG_NYGC_NP_Autism_SAGE_WGS	Released	 CCDG	 phs001740	DS-ASD-IRB	autism spectrum disorder	Family/Twins/Trios	Whole Genome	1501	fc-secure-4a5440e0-1b04-42c6-a1b4-e8249a578727	1501	0	0	0	34262583412527	True	False	False	False	True	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (ASD, IRB)
AnVIL_CCDG_Broad_Spalletta_HMB_NPU_MDS_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	control	Control Set	Exome	102	fc-secure-4c07a18a-8c79-4b81-acbe-91083298f1e4	102	102	0	0	168222668846	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
AnVIL_CCDG_NYGC_NP_Autism_PELPHREY_ACE_DS_WGS	Released	 CCDG	 phs002043	DS-ASD	autism spectrum disorder	Parent-Offspring Trios, Parent-Offspring Quads	Whole Genome	0	fc-secure-4c1fdb5d-53b0-4a2f-88bd-da63817348d7	47	47	0	0	797599258123	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CCDG_Broad_AI_IBD_Newberry_WGS	Released	 CCDG	 phs001642	DS-GID	inflammatory bowel disease	Case-Control	Whole Genome	31	fc-secure-4c6f587f-be8c-4bb8-9053-7a85ed68ed3e	31	31	0	0	485891739330	True	False	False	False	False	False	False	False	False	False	GID	Gastrointestinal Diseases	Use of the data must be related to Gastrointestinal Diseases.	Disease-specific research and clinical care (GID)
anvil_ccdg_broad_ai_ibd_daly_cho_niddk_gsa	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Genotyping Array	1789	fc-secure-4eed3e50-eb99-4f55-9ba5-0c798fcc3781	1789	1786	0	0	305054189816	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_eMERGE_eMERGEseq	Released	Unspecified	 phs001616	Unspecified	Unspecified	Undpecified	Unspecified	0	fc-secure-50f2310f-659c-4c60-af42-e028b58bad52	24956	24956	0	0	15132524935523	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_NP_Epilepsy_DEUPUM_HMB_MDS_WES	Released	 CCDG	 phs001489	HMB-MDS	epilepsy	Case Set	Exome	325	fc-secure-51198b17-37ae-44b7-8513-c11c4bfe3a9d	325	325	0	0	447493480843	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_USACCH_DS_NEURO_MDS_WES	Released	 CCDG	 phs001489	DS-NEUROLOGY-MDS	epilepsy	Case Set	Exome	358	fc-secure-516245cb-7dcc-487d-acf7-43e5fb10085f	358	358	0	0	647450178312	True	False	False	False	False	False	False	False	True	False	NEUROLOGY	Neurology	Use of the data must be related to Neurology. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (NEUROLOGY, MDS)
AnVIL_ccdg_asc_ndd_daly_talkowski_menashe_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-51a26e99-63eb-442a-869d-87ecbc60c814	701	701	0	0	759119868112	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_ccdg_asc_ndd_daly_talkowski_AGRE_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-538d85ea-c436-43f9-b001-4db614ed96bf	844	844	0	0	1562231290287	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CCDG_Broad_NP_Epilepsy_GHAKNT_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case-Control	Exome	642	fc-secure-550ffe2e-04fd-4763-b7d2-09f0c59083e4	642	642	0	0	574317711763	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_domenici_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-55225e12-ec4c-42e0-a5d1-986c87c6d129	713	713	0	0	1229837140565	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
anvil_ccdg_broad_ai_ibd_daly_rioux_niddk_wes	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Exome	1707	fc-secure-55efa443-810c-48c8-90bb-f07beba0e560	1707	1705	0	0	2648069188630	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_CMG_Broad_Rare_RGP_WES	Released	 CMG	 phs001272	TBD	Mendelian disorders	TBD	Exome	0	fc-secure-5697e40e-3ebb-4ee0-86df-3ef0813f5354	0	0	0	0	192	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
1000G-high-coverage-2019	Released	 1000G	 None	NRES	None	Parent-Offspring Trios	Whole Genome	0	fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e	3202	3202	0	0	74904721069522	True	True	False	False	False	False	False	False	False	False			No restrictions on data use.	No restrictions
AnVIL_CCDG_Broad_NP_Epilepsy_AUSALF_HMB_IRB_WES	Released	 CCDG	 phs001489	HMB-IRB-MDS	Epilepsy	Case Set	Exome	16	fc-secure-57ef0acb-5d76-4f89-b641-7609abb954a7	16	16	0	0	12766363172	True	False	False	True	True	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (IRB, MDS)
AnVIL_CCDG_Baylor_CVD_HemStroke_ERICH_WGS	Released	 CCDG	 Registration Pending	HMB-IRB	hemorrhagic stroke	Clinical Trial	Whole Genome	0	fc-secure-585ef3f0-76a9-40ae-8ed3-a47190c3148f	2558	2558	0	0	52260528690752	True	False	False	True	True	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use.	Health/medical/biomedical research and clinical care (IRB)
anvil_ccdg_broad_ai_ibd_daly_kupcinskas_wes	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Exome	2285	fc-secure-589e3f7a-7b24-46cf-aefd-63b05155d826	2285	2285	0	0	3810948377893	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_DEUUGS_DS_EP_MDS_WES	Released	 CCDG	 phs001489	DS-EP-MDS	epilepsy	Case Set	Exome	389	fc-secure-59794551-d924-4ad7-905b-8727646d9aad	389	389	0	0	631002857573	True	False	False	False	False	False	False	False	True	False	EP	Epilepsy	Use of the data must be related to Epilepsy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EP, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_ITAIGI_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case-control	Exome	1149	fc-secure-59d2af1f-3dc0-407b-b7ab-05cdcfa4da8f	1149	1149	0	0	1743091638497	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CSER_NCGENES2_GRU	Released	 CSER	 phs002110	GRU	Suspected Genetic Disorder	Clinical Trial	Whole Exome	100	fc-secure-59d8f772-dbb8-4c05-af87-e40948e1d63e	100	0	0	0	722678207874	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMH_GAFK_WGBS	Released	 CMH	 phs002206	DS-PEDD-IRB	pediatric disease	TBD	TBD	1211	fc-secure-5a0fbc13-4e57-4492-bea9-3cf476d48454	1219	0	0	1152	67046329144106	True	False	False	False	True	False	False	False	False	False	PEDD	Pediatric Disease	Use of the data must be related to Pediatric Disease. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (PEDD, IRB)
AnVIL_CSER_KidsCanSeq_GRU	Released	 CSER	 phs002378	GRU	Cancer	Case Set	Targeted Cancer Panels (DNA and RNA), Whole Exome (Tumor and Germline)	623	fc-secure-5a44bb4a-54c7-4a0a-856d-aeb1d5fd3056	1402	0	0	0	20089356967419	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Baylor_CVD_EOCAD_SoL_WGS	Released	 CCDG	 phs001395	HMB-NPU	cardiovascular system disease	Prospective Longitudinal Cohort	Whole Genome	9083	fc-secure-5a7daa8b-9c5d-4b8d-a312-85e6c8af0197	9083	0	0	0	208618884315135	True	False	False	True	False	False	False	True	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations.	Health/medical/biomedical research and clinical care (NPU)
AnVIL_CMH_GAFK_PacBio-methyl-tagged	Released	 CMH	 phs002206	Unspecified	Unspecified	Case only / Trio / Family	Whole Long-read Genome Methylation	0	fc-secure-5b25667a-625b-4b0c-8ca2-b488dfce53c3	0	0	0	0	19370443399822	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMG_Broad_Brain_NeuroDev_WES	Released	 CMG	 phs001272	GRU-IRB	Mendelian disorders	Parent-Offspring Trios	Exome	294	fc-secure-5ce5f988-d115-4ec1-a57b-cce300551710	294	0	99	55	258153239122	True	False	True	False	True	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification. Requesting institution's IRB or equivalent body must approve the requested use.	General research use and clinical care (IRB)
AnVIL_ccdg_asc_ndd_daly_talkowski_TASC_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-5f916770-fded-4540-b4b6-49f88b8e05fc	3173	3173	0	0	5413565095539	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_NIMH_Broad_WGSPD1_McCarroll_Pato_GRU_WGS	Released	 WGSPD1	 phs002041	GRU	Schizophrenia and Bipolar Disorder cases and controls	Case-Control	Whole Genome	8084	fc-secure-60efd02c-dae9-4272-a926-f47ae6a7a893	8084	0	0	0	120472875345978	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMH_GAFK_GS-linked-read	Released	 CMH	 phs002206	DS-PEDD-IRB	pediatric disease	Case only / Trio / Family	Whole Genome	626	fc-secure-619cc49f-243d-4e1d-a9aa-b18ebcfc1977	626	0	0	627	3375005176890	True	False	False	False	True	False	False	False	False	False	PEDD	Pediatric Disease	Use of the data must be related to Pediatric Disease. Requesting institution's IRB or equivalent body must approve the requested use.	Disease-specific research and clinical care (PEDD, IRB)
AnVIL_CCDG_Broad_NP_Epilepsy_JPNRKI_DS_NPD_IRB_NPU_WES	Released	 CCDG	 phs001489	DS-NPD-IRB-NPU	epilepsy	Case Set	Exome	94	fc-secure-621cea9e-9b5f-4a25-9c3f-f95d69227013	94	94	0	0	186267612818	True	False	False	False	True	False	False	True	False	False	NPD	Neuropsychiatric Disorders	Use of the data must be related to Neuropsychiatric Disorders. Requesting institution's IRB or equivalent body must approve the requested use. Use of the data is limited to not-for-profit organizations.	Disease-specific research and clinical care (NPD, IRB, NPU)
AnVIL_CCDG_Broad_NP_Epilepsy_LEBABM_DS_Epilepsy_WES	Released	 CCDG	 phs001489	DS-EP-MDS	epilepsy	Case-Control	Exome	392	fc-secure-652024de-0ecd-4de3-8360-c8c5bfcafd72	392	392	0	0	476597472604	True	False	False	False	False	False	False	False	True	False	EP	Epilepsy	Use of the data must be related to Epilepsy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EP, MDS)
AnVIL_ccdg_asc_ndd_daly_talkowski_passos-bueno_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-6537d7f6-f29f-432b-b66e-8cf2204b7920	941	941	0	0	1338445866038	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CMG_Broad_Muscle_OGrady_WES	Released	 CMG	 Registration Pending	GRU	Mendelian disorders	Parent-Offspring Trios	Exome	73	fc-secure-65d7db7a-ceca-4b3a-aada-d45ec1c7b541	97	24	73	73	3104	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_WashU_CVD_Indiana_WGS	Released	 CCDG	 Registration Pending	GRU	coronary artery disease	Case-Control	Whole Genome	1175	fc-secure-65eb240a-fda1-4c9b-90ff-2476751bc967	1175	0	0	0	15712717067664	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_TURIBU_DS_NEURO_AD_NPU_WES	Released	 CCDG	 phs001489	DS-NEUROLOGY-ADULTS-NPU	epilepsy	Case-Control	Exome	163	fc-secure-674fbd89-9eeb-4e43-8a6f-97d6e50708e0	163	163	0	0	299699808673	True	False	False	False	False	False	False	True	False	False	NEUROLOGY-ADULTS	Neurology - Adults	Use of the data must be related to Neurology - Adults. Use of the data is limited to not-for-profit organizations.	Disease-specific research and clinical care (NEUROLOGY-ADULTS, NPU)
AnVIL_CCDG_Broad_NP_Epilepsy_FINUVH_HMB_NPU_MDS_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	epilepsy	Case Set	Exome	100	fc-secure-678eccb8-3463-4a72-8b57-69dfc8c77002	100	100	0	0	178486852399	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
anvil_ccdg_broad_ai_ibd_daly_bernstein_wes	Released	 CCDG	 N/A	Consortia Access Only	inflammatory bowel disease	Case-Control	Exome	0	fc-secure-68b7e62f-132b-4818-bf64-6c38ec9152ab	0	0	0	0	16438390193	False	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""Consortia Access Only"""	ERROR
AnVIL_CCDG_Baylor_CVD_HemStroke_WashU_DS_WGS	Released	 CCDG	 Registration Pending	TBD	hemorrhagic stroke	TBD	TBD	0	fc-secure-68d06583-108f-44d3-bf2c-42fbb1952d45	92	92	0	0	1662463401262	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_ccdg_asc_ndd_daly_talkowski_control_NIMH_asd_exome	Released	 CCDG	 phs002502	GRU	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-6a2f53f1-6712-48a9-a7b2-3289b8df877b	370	370	0	0	970948067448	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
